seed=28
gen=0	fitness=62.452881631583	chromosome=1000001110100010100101101011111001111011111001001001101101000011011110100100110010011001101000000111111010101001110010011111100101101011101101111010011001110000	decoded=[0.145393, 0.909780, -0.164299, 1.090564, -0.228050, 1.025094, -0.053516, 2.959030, -0.811341, 1.537602]
gen=1076	fitness=0.103732115215	chromosome=0111111111101010100000000001011110000000011001100111111111101101011111111101100101111111110001111000000000101011100000000001000101111111110011101000000000001111	decoded=[-0.003359, 0.003672, 0.016016, -0.002891, -0.006016, -0.008828, 0.006797, 0.002734, -0.007734, 0.002422]
gen=1077	fitness=0.103732115215	chromosome=0111111111101010100000000001011110000000011001100111111111101101011111111101100101111111110001111000000000101011100000000001000101111111110011101000000000001111	decoded=[-0.003359, 0.003672, 0.016016, -0.002891, -0.006016, -0.008828, 0.006797, 0.002734, -0.007734, 0.002422]
gen=1078	fitness=0.103732115215	chromosome=0111111111101010100000000001011110000000011001100111111111101101011111111101100101111111110001111000000000101011100000000001000101111111110011101000000000001111	decoded=[-0.003359, 0.003672, 0.016016, -0.002891, -0.006016, -0.008828, 0.006797, 0.002734, -0.007734, 0.002422]
gen=1079	fitness=0.103732115215	chromosome=0111111111101010100000000001011110000000011001100111111111101101011111111101100101111111110001111000000000101011100000000001000101111111110011101000000000001111	decoded=[-0.003359, 0.003672, 0.016016, -0.002891, -0.006016, -0.008828, 0.006797, 0.002734, -0.007734, 0.002422]
gen=1080	fitness=0.103732115215	chromosome=0111111111101010100000000001011110000000011001100111111111101101011111111101100101111111110001111000000000101011100000000001000101111111110011101000000000001111	decoded=[-0.003359, 0.003672, 0.016016, -0.002891, -0.006016, -0.008828, 0.006797, 0.002734, -0.007734, 0.002422]
gen=1081	fitness=0.103732115215	chromosome=0111111111101010100000000001011110000000011001100111111111101101011111111101100101111111110001111000000000101011100000000001000101111111110011101000000000001111	decoded=[-0.003359, 0.003672, 0.016016, -0.002891, -0.006016, -0.008828, 0.006797, 0.002734, -0.007734, 0.002422]
gen=1082	fitness=0.103732115215	chromosome=0111111111101010100000000001011110000000011001100111111111101101011111111101100101111111110001111000000000101011100000000001000101111111110011101000000000001111	decoded=[-0.003359, 0.003672, 0.016016, -0.002891, -0.006016, -0.008828, 0.006797, 0.002734, -0.007734, 0.002422]
gen=1083	fitness=0.103732115215	chromosome=0111111111101010100000000001011110000000011001100111111111101101011111111101100101111111110001111000000000101011100000000001000101111111110011101000000000001111	decoded=[-0.003359, 0.003672, 0.016016, -0.002891, -0.006016, -0.008828, 0.006797, 0.002734, -0.007734, 0.002422]
gen=1084	fitness=0.103732115215	chromosome=0111111111101010100000000001011110000000011001100111111111101101011111111101100101111111110001111000000000101011100000000001000101111111110011101000000000001111	decoded=[-0.003359, 0.003672, 0.016016, -0.002891, -0.006016, -0.008828, 0.006797, 0.002734, -0.007734, 0.002422]
gen=1085	fitness=0.103732115215	chromosome=0111111111101010100000000001011110000000011001100111111111101101011111111101100101111111110001111000000000101011100000000001000101111111110011101000000000001111	decoded=[-0.003359, 0.003672, 0.016016, -0.002891, -0.006016, -0.008828, 0.006797, 0.002734, -0.007734, 0.002422]
gen=1086	fitness=0.103732115215	chromosome=0111111111101010100000000001011110000000011001100111111111101101011111111101100101111111110001111000000000101011100000000001000101111111110011101000000000001111	decoded=[-0.003359, 0.003672, 0.016016, -0.002891, -0.006016, -0.008828, 0.006797, 0.002734, -0.007734, 0.002422]
gen=1087	fitness=0.103732115215	chromosome=0111111111101010100000000001011110000000011001100111111111101101011111111101100101111111110001111000000000101011100000000001000101111111110011101000000000001111	decoded=[-0.003359, 0.003672, 0.016016, -0.002891, -0.006016, -0.008828, 0.006797, 0.002734, -0.007734, 0.002422]
gen=1088	fitness=0.103732115215	chromosome=0111111111101010100000000001011110000000011001100111111111101101011111111101100101111111110001111000000000101011100000000001000101111111110011101000000000001111	decoded=[-0.003359, 0.003672, 0.016016, -0.002891, -0.006016, -0.008828, 0.006797, 0.002734, -0.007734, 0.002422]
gen=1089	fitness=0.103732115215	chromosome=0111111111101010100000000001011110000000011001100111111111101101011111111101100101111111110001111000000000101011100000000001000101111111110011101000000000001111	decoded=[-0.003359, 0.003672, 0.016016, -0.002891, -0.006016, -0.008828, 0.006797, 0.002734, -0.007734, 0.002422]
gen=1090	fitness=0.103732115215	chromosome=0111111111101010100000000001011110000000011001100111111111101101011111111101100101111111110001111000000000101011100000000001000101111111110011101000000000001111	decoded=[-0.003359, 0.003672, 0.016016, -0.002891, -0.006016, -0.008828, 0.006797, 0.002734, -0.007734, 0.002422]
gen=1091	fitness=0.103732115215	chromosome=0111111111101010100000000001011110000000011001100111111111101101011111111101100101111111110001111000000000101011100000000001000101111111110011101000000000001111	decoded=[-0.003359, 0.003672, 0.016016, -0.002891, -0.006016, -0.008828, 0.006797, 0.002734, -0.007734, 0.002422]
gen=1092	fitness=0.103732115215	chromosome=0111111111101010100000000001011110000000011001100111111111101101011111111101100101111111110001111000000000101011100000000001000101111111110011101000000000001111	decoded=[-0.003359, 0.003672, 0.016016, -0.002891, -0.006016, -0.008828, 0.006797, 0.002734, -0.007734, 0.002422]
gen=1093	fitness=0.103732115215	chromosome=0111111111101010100000000001011110000000011001100111111111101101011111111101100101111111110001111000000000101011100000000001000101111111110011101000000000001111	decoded=[-0.003359, 0.003672, 0.016016, -0.002891, -0.006016, -0.008828, 0.006797, 0.002734, -0.007734, 0.002422]
gen=1094	fitness=0.103732115215	chromosome=0111111111101010100000000001011110000000011001100111111111101101011111111101100101111111110001111000000000101011100000000001000101111111110011101000000000001111	decoded=[-0.003359, 0.003672, 0.016016, -0.002891, -0.006016, -0.008828, 0.006797, 0.002734, -0.007734, 0.002422]
gen=1095	fitness=0.103732115215	chromosome=0111111111101010100000000001011110000000011001100111111111101101011111111101100101111111110001111000000000101011100000000001000101111111110011101000000000001111	decoded=[-0.003359, 0.003672, 0.016016, -0.002891, -0.006016, -0.008828, 0.006797, 0.002734, -0.007734, 0.002422]
gen=1096	fitness=0.103732115215	chromosome=0111111111101010100000000001011110000000011001100111111111101101011111111101100101111111110001111000000000101011100000000001000101111111110011101000000000001111	decoded=[-0.003359, 0.003672, 0.016016, -0.002891, -0.006016, -0.008828, 0.006797, 0.002734, -0.007734, 0.002422]
gen=1097	fitness=0.103732115215	chromosome=0111111111101010100000000001011110000000011001100111111111101101011111111101100101111111110001111000000000101011100000000001000101111111110011101000000000001111	decoded=[-0.003359, 0.003672, 0.016016, -0.002891, -0.006016, -0.008828, 0.006797, 0.002734, -0.007734, 0.002422]
gen=1098	fitness=0.103732115215	chromosome=0111111111101010100000000001011110000000011001100111111111101101011111111101100101111111110001111000000000101011100000000001000101111111110011101000000000001111	decoded=[-0.003359, 0.003672, 0.016016, -0.002891, -0.006016, -0.008828, 0.006797, 0.002734, -0.007734, 0.002422]
gen=1099	fitness=0.103732115215	chromosome=0111111111101010100000000001011110000000011001100111111111101101011111111101100101111111110001111000000000101011100000000001000101111111110011101000000000001111	decoded=[-0.003359, 0.003672, 0.016016, -0.002891, -0.006016, -0.008828, 0.006797, 0.002734, -0.007734, 0.002422]
gen=1100	fitness=0.103732115215	chromosome=0111111111101010100000000001011110000000011001100111111111101101011111111101100101111111110001111000000000101011100000000001000101111111110011101000000000001111	decoded=[-0.003359, 0.003672, 0.016016, -0.002891, -0.006016, -0.008828, 0.006797, 0.002734, -0.007734, 0.002422]
gen=1101	fitness=0.103732115215	chromosome=0111111111101010100000000001011110000000011001100111111111101101011111111101100101111111110001111000000000101011100000000001000101111111110011101000000000001111	decoded=[-0.003359, 0.003672, 0.016016, -0.002891, -0.006016, -0.008828, 0.006797, 0.002734, -0.007734, 0.002422]
gen=1102	fitness=0.103732115215	chromosome=0111111111101010100000000001011110000000011001100111111111101101011111111101100101111111110001111000000000101011100000000001000101111111110011101000000000001111	decoded=[-0.003359, 0.003672, 0.016016, -0.002891, -0.006016, -0.008828, 0.006797, 0.002734, -0.007734, 0.002422]
gen=1103	fitness=0.103732115215	chromosome=0111111111101010100000000001011110000000011001100111111111101101011111111101100101111111110001111000000000101011100000000001000101111111110011101000000000001111	decoded=[-0.003359, 0.003672, 0.016016, -0.002891, -0.006016, -0.008828, 0.006797, 0.002734, -0.007734, 0.002422]
gen=1104	fitness=0.103732115215	chromosome=0111111111101010100000000001011110000000011001100111111111101101011111111101100101111111110001111000000000101011100000000001000101111111110011101000000000001111	decoded=[-0.003359, 0.003672, 0.016016, -0.002891, -0.006016, -0.008828, 0.006797, 0.002734, -0.007734, 0.002422]
gen=1105	fitness=0.103732115215	chromosome=0111111111101010100000000001011110000000011001100111111111101101011111111101100101111111110001111000000000101011100000000001000101111111110011101000000000001111	decoded=[-0.003359, 0.003672, 0.016016, -0.002891, -0.006016, -0.008828, 0.006797, 0.002734, -0.007734, 0.002422]
gen=1106	fitness=0.103732115215	chromosome=0111111111101010100000000001011110000000011001100111111111101101011111111101100101111111110001111000000000101011100000000001000101111111110011101000000000001111	decoded=[-0.003359, 0.003672, 0.016016, -0.002891, -0.006016, -0.008828, 0.006797, 0.002734, -0.007734, 0.002422]
gen=1107	fitness=0.103732115215	chromosome=0111111111101010100000000001011110000000011001100111111111101101011111111101100101111111110001111000000000101011100000000001000101111111110011101000000000001111	decoded=[-0.003359, 0.003672, 0.016016, -0.002891, -0.006016, -0.008828, 0.006797, 0.002734, -0.007734, 0.002422]
gen=1108	fitness=0.103732115215	chromosome=0111111111101010100000000001011110000000011001100111111111101101011111111101100101111111110001111000000000101011100000000001000101111111110011101000000000001111	decoded=[-0.003359, 0.003672, 0.016016, -0.002891, -0.006016, -0.008828, 0.006797, 0.002734, -0.007734, 0.002422]
gen=1109	fitness=0.103732115215	chromosome=0111111111101010100000000001011110000000011001100111111111101101011111111101100101111111110001111000000000101011100000000001000101111111110011101000000000001111	decoded=[-0.003359, 0.003672, 0.016016, -0.002891, -0.006016, -0.008828, 0.006797, 0.002734, -0.007734, 0.002422]
gen=1110	fitness=0.103732115215	chromosome=0111111111101010100000000001011110000000011001100111111111101101011111111101100101111111110001111000000000101011100000000001000101111111110011101000000000001111	decoded=[-0.003359, 0.003672, 0.016016, -0.002891, -0.006016, -0.008828, 0.006797, 0.002734, -0.007734, 0.002422]
gen=1111	fitness=0.103732115215	chromosome=0111111111101010100000000001011110000000011001100111111111101101011111111101100101111111110001111000000000101011100000000001000101111111110011101000000000001111	decoded=[-0.003359, 0.003672, 0.016016, -0.002891, -0.006016, -0.008828, 0.006797, 0.002734, -0.007734, 0.002422]
gen=1112	fitness=0.103732115215	chromosome=0111111111101010100000000001011110000000011001100111111111101101011111111101100101111111110001111000000000101011100000000001000101111111110011101000000000001111	decoded=[-0.003359, 0.003672, 0.016016, -0.002891, -0.006016, -0.008828, 0.006797, 0.002734, -0.007734, 0.002422]
gen=1113	fitness=0.103732115215	chromosome=0111111111101010100000000001011110000000011001100111111111101101011111111101100101111111110001111000000000101011100000000001000101111111110011101000000000001111	decoded=[-0.003359, 0.003672, 0.016016, -0.002891, -0.006016, -0.008828, 0.006797, 0.002734, -0.007734, 0.002422]
gen=1114	fitness=0.103732115215	chromosome=0111111111101010100000000001011110000000011001100111111111101101011111111101100101111111110001111000000000101011100000000001000101111111110011101000000000001111	decoded=[-0.003359, 0.003672, 0.016016, -0.002891, -0.006016, -0.008828, 0.006797, 0.002734, -0.007734, 0.002422]
gen=1115	fitness=0.103732115215	chromosome=0111111111101010100000000001011110000000011001100111111111101101011111111101100101111111110001111000000000101011100000000001000101111111110011101000000000001111	decoded=[-0.003359, 0.003672, 0.016016, -0.002891, -0.006016, -0.008828, 0.006797, 0.002734, -0.007734, 0.002422]
gen=1116	fitness=0.103732115215	chromosome=0111111111101010100000000001011110000000011001100111111111101101011111111101100101111111110001111000000000101011100000000001000101111111110011101000000000001111	decoded=[-0.003359, 0.003672, 0.016016, -0.002891, -0.006016, -0.008828, 0.006797, 0.002734, -0.007734, 0.002422]
gen=1117	fitness=0.103732115215	chromosome=0111111111101010100000000001011110000000011001100111111111101101011111111101100101111111110001111000000000101011100000000001000101111111110011101000000000001111	decoded=[-0.003359, 0.003672, 0.016016, -0.002891, -0.006016, -0.008828, 0.006797, 0.002734, -0.007734, 0.002422]
gen=1118	fitness=0.103732115215	chromosome=0111111111101010100000000001011110000000011001100111111111101101011111111101100101111111110001111000000000101011100000000001000101111111110011101000000000001111	decoded=[-0.003359, 0.003672, 0.016016, -0.002891, -0.006016, -0.008828, 0.006797, 0.002734, -0.007734, 0.002422]
gen=1119	fitness=0.103732115215	chromosome=0111111111101010100000000001011110000000011001100111111111101101011111111101100101111111110001111000000000101011100000000001000101111111110011101000000000001111	decoded=[-0.003359, 0.003672, 0.016016, -0.002891, -0.006016, -0.008828, 0.006797, 0.002734, -0.007734, 0.002422]
gen=1120	fitness=0.103732115215	chromosome=0111111111101010100000000001011110000000011001100111111111101101011111111101100101111111110001111000000000101011100000000001000101111111110011101000000000001111	decoded=[-0.003359, 0.003672, 0.016016, -0.002891, -0.006016, -0.008828, 0.006797, 0.002734, -0.007734, 0.002422]
